Timestamp,What class year are you?,What grade did you receive in Civil Procedure?,What grade did you receive in Contracts?,What grade did you receive in Criminal Law/Torts?,Did your expectations match up with the grades you received?,Do you feel the grades received match your understanding of the course material?,Do you feel the grades received reflect the level of effort you put in last semester?,Do the grades you received feel arbitrary?,How does the grading system at NYU affect your mental health? Explain:,Do you feel a different grading system is warranted?,Would you prefer a Pass/Fail grading system for 1L?,"Do the grades you received change your future plans (internship, career etc.)",What do you plan on doing after you graduate? (feel free to select multiple),Would you prefer the proposed grading system to the grading system NYU Law currently has?,How do you think the proposed grading system would affect your mental health? ,Please share how you think the proposed grading system would impact you:,Please provide any additional feedback or comments you wish to share about the proposed grading system:,What is your racial/ethnic identity?,What is your gender identity?,Do you identify as LGBTQ+,Do you identify as a person with a disability?,Are you a first-generation professional?
2/23/2020 18:07:16,1L,B,B,B,Disagree,Strongly Disagree,Disagree,Strongly Agree,"After grades came out, I had a rough couple of weeks. It was hard to sleep and eat. Now I'm back to normal, except it's completely ruined the way I relate to the material. My professors have complained that we're too worried about the exam, but of course we're worried about the exam!",Strongly Agree,Strongly Agree,Disagree,Public Interest/Government,Yes,Extremely positively.,I would actually be able to focus on learning rather than thinking about test taking strategies. I might even stop fantasizing about Yale Law.,,White,Female,No,Yes,No
2/23/2020 18:31:20,1L,B+,B,B,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Greatly increases anxiety and stress over exams and jobs,Strongly Agree,Strongly Agree,Strongly Agree,Private Law,Yes,Improve it significantly ,Would allow me to focus on learning the material and enjoying learning new things,,White,Male,No,No,No
2/23/2020 19:34:12,1L,B-,B,B,Disagree,Disagree,Strongly Disagree,Strongly Agree,"Makes you feel inadequate, creates additional stress and competitiveness, makes the law school environment feel less collaborative and open",Strongly Agree,Strongly Agree,Agree,Private Law,Yes,"I would care more about learning and understanding the material, less stress of a 3 hour exam affecting my career path, the pressure going into interviews, the pressure going into second semester","More collaborative environment with other law students, focus on learning the material and building relationships with professors",,White,Female,No,No,No
2/23/2020 20:39:02,1L,A-,B+,A,Disagree,Neutral,Agree,Strongly Agree,It definitely feels like the social dynamic took a weird turn after people received their grades; even when people weren't explicitly talking about it (the people I'm surrounded by definitely are not talking about them explicitly) it's kind of like people are trying to suss out how everyone else feels and compare themselves. It's icky,Agree,Agree,Agree,"Public Interest/Government, Clerkship",Yes,,,,White,Female,No,No,No
2/23/2020 22:02:46,1L,B,B,B,Agree,Disagree,Disagree,Neutral,I constantly feel like I am not good enough and hopeless that I will never perform well in law school no matter how hard I work. ,Strongly Agree,Strongly Agree,Agree,"Public Interest/Government, Clerkship",Yes,I think it would reduce the anxiety I feel around classes and exams. The curve creates so much pressure to compare yourself to others and to focus on preparing for the exam rather than learning the material. ,The prososed grading system would have made my first semester more positive. I felt so stressed about exams and grades that I did not get to truly enjoy my experience or engage with the class content in a meaningful way. ,"I think the new system would drastically change the culture of the law school in a positive way. I think people would be more collaborative, engaged, and feel overall more optimistic about law school. ",Black,Female,No,No,Yes
2/23/2020 22:15:54,1L,B,B,B,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,"On the one hand, I know that the grade is a reflection of my performance on one day compared to all of my classmates, and therefore doesn't reflect who I am as a student or who I will be as a lawyer. On the other hand, I know that someone out there will look at my grades and use them to define what kind of lawyer I will be. That doesn't feel right to me. It's an upsetting dissonance.",Agree,Agree,Neutral,"Public Interest/Government, Clerkship",Yes,,,,"White, Black",Female,No,No,Yes
2/23/2020 22:47:58,1L,A-,A,A-,Neutral,Neutral,Agree,Strongly Agree,Very stressed and anxious around and exam or due dates,Neutral,Neutral,Strongly Disagree,"Private Law, Public Interest/Government, Clerkship",Yes,Would be a lot more relaxed around exams and could just try to focus on learning the material,,,White,Female,Yes,No,No
2/23/2020 23:07:39,1L,B,B+,B-,Disagree,Strongly Disagree,Neutral,Neutral,"Receiving a B- was unexpectedly taxing and isolating. The effect on my confidence was not limited to Torts or even fall semester. Although I am working to change my study habits, it is hard to know how much is in my control and I am apprehensive about future exams.  I was surprised by how different the skillset for exams is from that of class preparedness/ understanding course concepts. The official reading period for exams felt short and uneven (there was more time to prepare for contracts than the other subjects). ",Disagree,Strongly Agree,Neutral,Public Interest/Government,Yes,I think that students (myself included) would feel a sense of relief that they are not being penalized for being unfamiliar with/less skilled at the exam-taking process.,I think that students (myself included) would feel that the process is more forgiving and pro-student. ,"Even if the grading system is not changed, I think students would benefit from more practical and timely exam-preparation advice. The academic support services seem very skint (perhaps there is an assumption that every law student knows how to study). More could be done to help students get organized and practice exam-writing.",Black,Female,No,No,No
2/24/2020 0:23:25,1L,B+,B,B+,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Made me seriously doubt my own intelligence and capability and worsened depression.,Strongly Agree,Strongly Agree,Agree,Public Interest/Government,Yes,,,,White,Non-binary,Yes,No,No
2/24/2020 2:08:24,1L,B,B,B-,Disagree,Disagree,Disagree,Agree,It's incredibly stressful. ,Neutral,"Strongly Agree, Agree",Strongly Agree,Private Law,No,I think it would make it easier for me to go to office hours without worrying the professor thinks I'm stupid. I also think it would seriously reduce my stress,"it would greatly, greatly improve my life",I didn't do as well as I hoped and now two of my profs are on sabbatical and I can't even see my exams to figure out what I did wrong. That's just unfair-- you can't impose a grading system where 100% of our grade is based on a single test then make it so we can't even learn from them.,White,Female,No,No,No
2/24/2020 7:22:57,1L,B,B+,B+,Disagree,Disagree,Disagree,Neutral,"Because grades are based on a competition and not individual knowledge, there’s no firm stopping place for preparing for exams. I felt like I had to do everything (reading old outlines, reading supplements, watching videos, doing practice exams fully, reading the textbook and briefing cases, anything else anyone suggested) in order to be competitive. This was an impossible goal and because of how insurmountable it seemed, it really took a toll on my motivation. Doing well started to feel hopeless about halfway through the semester. Additionally, not really knowing how much grades count for the future adds a whole other layer of confusion and stress. ",Neutral,Agree,Neutral,"Public Interest/Government, Clerkship",Yes,Very positively!,"Reducing anxiety would allow me to study more and be more balanced in my approach to law school, rather than feeling overwhelmed and shutting down. It would also prevent the discouragement that I felt after the first semester when I realized I hadn’t “done enough” to “beat the curve”",,Black,Female,No,No,Yes
2/24/2020 7:40:11,1L,A,A,B+,Strongly Agree,"Strongly Agree, Agree",Strongly Agree,Disagree,The grading system does increase stress during finals and was a concern during winter break. Waiting for grades to come out (the anticipation) was the worst part,Neutral,Strongly Disagree,Disagree,"Private Law, Clerkship",No,No impact ,I would find explaining the system while applying for jobs very stressful. I would be concerned that the fact that NYU does not follow the traditional 1L grading system that other top law schools follow would negatively impact my job prospects ,"I don't like this idea at all. Unless all law schools follow the same grading system (i.e. pass/fail only), I think this would be a HUGE disadvantage during the competitive big law and clerkship job application process. Plus I think there definitely needs to be a way to reward students/differentiate students who put in the extra work during the course of the semester and finish with a strong exam. Professors need clearer guidelines than just an arbitrary amount of ""honors"" they can give out as they please. I think that the best way to improve the grading system is just for professors to be more transparent about HOW they grade so 1Ls can know what to expect.",White,Female,No,No,No
2/24/2020 11:27:50,1L,B+,A-,A-,Disagree,Agree,Neutral,"Neutral, Disagree","It makes the system more competitive by nature for sure. Forces us to constantly compare our abilities with the rest of the course. As someone who already suffers from mental health issues, it did fuel a lot of insecurity and anxiety.",Agree,"Agree, Neutral",Agree,"Private Law, Public Interest/Government",No,It would make it better in the respects I mentioned above.,"It may increase laziness and caring as there is less incentive to do well. I think this will affect students and may lead to decreased work ethic, much like that seen by some in lawyering. ",,White,Male,Yes,No,No
2/24/2020 11:43:16,1L,B,B,A-,Agree,Disagree,Neutral,Agree,The stress that the grading system causes to *other people* stresses me out. ,Agree,Agree,Neutral,Public Interest/Government,Yes,Law school would be so fun and stress-free,I would focus more on the actual material and less on trying to play the grading game: What does my specific professor seem to care about? What are the easily testable parts of this course? Etc.,,White,Male,Yes,No,No
2/24/2020 12:07:53,1L,A,B,B,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,The NYU forced curve makes the atmosphere more competitive and it negatively effects students mental heath. The grade received are arbitrary and do not reflect the effort put in by student. Students work hard all semester and the grades are based on how you perform in one three hour exam that is not reflective of the material that is learned during the semester. ,Agree,Agree,Strongly Agree,"Private Law, Clerkship",Yes,,,,White,Female,No,No,No
2/24/2020 12:30:51,1L,A,A-,A-,Agree,Agree,Agree,Strongly Disagree,Not much,Neutral,Agree,Neutral,"Private Law, Clerkship",Yes,Not much,Not much,,Asian,Female,Yes,Prefer Not to Answer,No
2/24/2020 13:13:02,1L,B,B,B,Neutral,Disagree,Strongly Disagree,Agree,"It adds a lot of pressure, especially considering grades are largely if not entirely dependent on one final examination.",Agree,Agree,Agree,"Private Law, Public Interest/Government",Yes,It would alleviate some pressure and encourage me to participate in class more openly.,I would get more sleep! And would consequently have an easier time keeping up with the workload.,,White,Female,Yes,Yes,No
2/24/2020 14:35:13,1L,B,A,B+,Disagree,Disagree,Disagree,Neutral,It's very hard to tell what's from the grading system and what's just from law school as a whole,Neutral,Neutral,Disagree,"Public Interest/Government, Clerkship",No,I don't think it would make a difference,No idea how employers would evaluate potential interns,I'd rather push for more than one grade over the course of the semester than pass/fail,White,Female,Yes,Prefer Not to Answer,No
2/24/2020 15:27:41,1L,B+,B,B+,Disagree,Disagree,Strongly Disagree,Agree,"I thought I had a stomach flu the week of my Civ Pro final, but it was actually just extreme anxiety. I could barely eat for five days, felt like I was going to be sick during the entire final, and couldn't eat for two days after my last exam. I got my worst grade in the class I understood best, and it was the first grade I got back, so I felt pretty awful about myself that week.",Strongly Agree,Neutral,Disagree,"Public Interest/Government, Clerkship",Yes,,,,White,Female,Yes,Yes,No
2/24/2020 20:31:58,1L,B,B,A-,Disagree,Neutral,Disagree,"Neutral, Disagree",It doesn't really ,Neutral,"Agree, Neutral",Neutral,"Public Interest/Government, Clerkship",Yes,,,,Black,Female,No,No,No
2/24/2020 20:39:38,1L,A-,A,B+,Strongly Agree,Strongly Agree,Agree,Disagree,Stressful as it should be ,Agree,Neutral,Strongly Disagree,Private Law,Yes,Less stressed final times,Would make me stand out less I guess,,White,Male,No,No,Yes
2/24/2020 21:16:13,1L,A,A+,A+,Agree,Neutral,Neutral,Strongly Agree,"I felt like I was constantly comparing myself to everybody, which is often something that triggers my depression. Because your grade is not an objective measure of what you understand, but rather a relative measure of how much *more* you understand than your classmates, I had the incentive to be in the library like 14 hours a day for a month, which I did. Even though I ended up performing well, I kept thinking about all my classmates that were disappointed. I'm just not interested in competing with anyone, and I wish we didn't have to.",Agree,Agree,Disagree,Public Interest/Government,Yes,,,,White,Male,Yes,No,No
2/24/2020 21:19:30,1L,A-,A,B+,Strongly Agree,Strongly Agree,Agree,Disagree,Stressful as it should be ,Agree,Neutral,Strongly Disagree,Private Law,Yes,Less stressed final times,Would make me stand out less I guess,,White,Male,No,No,Yes
2/24/2020 22:05:20,1L,B+,B,B,Disagree,Strongly Disagree,Neutral,Neutral,"I am a low stress person and managed to get a 1L firm job at Skadden (to be clear I don't have any connection) with my slightly above average grades. Meanwhile, I was INCREDIBLY stressed when the grades came out thinking I was never going to get the type of job I wanted (which proved to be false).  I think the focus on grades at NYU exponentially increases the stress level at the school and honestly makes it miserable to be around during finals - especially when you're expected to be ""competing"" with your classmates. I feel like everyday someone says something about grades that puts me in a panic about never having a clerkship. I have been significantly less excited to be in law school this semester than last because my grades made me go through a crisis of whether or not I am actually good at what I focused my life on doing.  Meanwhile, my friend at Yale couldn't be less stressed. ",Strongly Agree,Strongly Agree,Strongly Disagree,"Private Law, Clerkship",Yes,SO much higher,I'd be able to interview my way into a federal clerkship and/or law review instead of struggling due to Bs,,"White, Latinex/Hispanic",Female,No,No,No
2/25/2020 8:45:58,1L,B+,B,B,Disagree,Disagree,Disagree,Strongly Agree,"Grades severely affect my mental health. For the first time in my life, I suffered from extreme anxiety during final exams. ",Strongly Agree,Strongly Agree,Strongly Disagree,Private Law,Yes,"Yes, I think it would significantly improve my mental health and have no impact on the amount of work I put in.","The proposed grading system would only impact my mental health. I think the amount of time and effort I put in would be the same, but my anxiety would significantly decrease. ",,White,Female,Yes,No,No
2/25/2020 14:42:48,1L,B+,B+,B,Disagree,Disagree,Strongly Disagree,Strongly Agree,"I worked extremely hard last semester (1L fall). I already thought I was going to lose my mind last semester before I got my grades and I felt that, in studying for exams for a month, I was physically and mentally going to break from how hard I pushed myself. The outcome was really disappointing to me because I worked so hard and gathered as much information as I could in order to study properly and excel on exams. This semester, I feel very unsure of myself and kind of hopeless, as if no matter what I do my grades will not reflect my level of diligence and what I know. I am trying to do better this semester, but in a way it feels futile and everyone in higher years seems to be telling me that it is indeed futile, which is a huge source of anxiety and even depression for me around grades -- not to mention the competition that it induces, which can feel miserable and create an entirely unnecessary and unhealthy dynamic at law school. I think that's a very sad statement about law school and I don't think there is any reason that law school should have to be that way. After all, shouldn't we feel confident in our abilities? Rewarded for our hard work at NYU and the hard work it took to get here? I have to say that I am very disappointed in the law school grading system and its effects on my mental health. All this when I know that law school exams are said to be a poor test of knowledge.",Strongly Agree,Strongly Agree,Neutral,Public Interest/Government,Yes,"I think it would take a lot of pressure off and lower the feeling competition. Things would not feel so futile if the goal was ""honors"" or ""pass"" and I think it would make me spend more time thinking about the material itself rather than worrying about exam performance (i.e. anxiety about grades would take up less mental energy). I also think I could feel prouder of myself and not disappointment, which I actually think would be positive as a matter of my confidence in legal training. Confidence is something I need to feel and law school grades as is give me the exact opposite. Also, I think I would be generally happier and less stressed out.",See above. ,,White,Female,No,Prefer Not to Answer,No
2/26/2020 14:55:50,1L,B,A-,B,Disagree,Disagree,Strongly Disagree,Agree,"1L year is already extremely difficult. I feel like I cannot qualify for a top tier private law job, and will likely not attend OCI. ",Strongly Agree,Strongly Agree,Neutral,Public Interest/Government,Yes,Positively,Much less stress,,White,Female,No,No,No
2/26/2020 17:38:45,1L,B,A-,B+,Disagree,Disagree,Disagree,Strongly Agree,Lots of anxiety,Strongly Agree,Strongly Agree,Neutral,Private Law,Yes,I would care more about learning! I also wouldn’t be stressed/depressed/anxious.,"I wouldn’t hate law school. I’d be open to taking more classes I’m interested in, even if the content is challenging.","At least get rid of the B-, why does the school want to go through the effort of making some of my classmates look bad?",Prefer Not to Answer,Male,No,No,Prefer Not to Answer
3/18/2020 13:56:52,1L,B+,B,B-,Disagree,Disagree,Disagree,Agree,"Causes immense stress. It makes the system less collaborative. Also when I have questions I'm afraid to ask them because if i seem ""dumb"" in front of my peers, they won't want to study with me, etc. ",Strongly Agree,Strongly Agree,Strongly Disagree,Public Interest/Government,Yes,It would make everything so much better.,"It would encourage a much more open and robust learning environment. Students would take more risks academically, ask bigger questions, and engage more with the material beyond rote memorization.",,White,Female,Yes,Yes,No
